Lv,ATK_Base,ATK_Pow,HP_Base,HP_Pow,DEF_Base,DEF_Pow,HPREC_Base,HPREC_Pow,CR_Base,CR_Pow,ATKT_Base,ATKT_Pow,OFFT,GOLDR,ATKR,OFFA,ATKSP,RCD,UCR_Base,UCR_Pow,ATKB,CD,DEFR,IGNDEF_Base,IGNDEF_Pow
3701,1.065661648,45,4.862975945,41,,,,,8.804,1,,,,,,,,,,,910.3,910.3,910.3,9.773246917,-1
3702,1.097631497,45,4.984550344,41,,,,,8.808,1,,,,,,,,,,,910.6,910.6,910.6,9.773416982,-1
3703,1.130560442,45,5.109164102,41,,,,,8.812,1,,,,,,,,,,,910.9,910.9,910.9,9.773586919,-1
3704,1.164477256,45,5.236893205,41,,,,,8.816,1,,,,,,,,,,,911.2,911.2,911.2,9.773756729,-1
3705,1.199411573,45,5.367815535,41,,,,,8.82,1,,,,,,,,,,,911.5,911.5,911.5,9.773926411,-1
3706,1.23539392,45,5.502010923,41,,,,,8.824,1,,,,,,,,,,,911.8,911.8,911.8,9.774095966,-1
3707,1.272455738,45,5.639561197,41,,,,,8.828,1,,,,,,,,,,,912.1,912.1,912.1,9.774265394,-1
3708,1.31062941,45,5.780550226,41,,,,,8.832,1,,,,,,,,,,,912.4,912.4,912.4,9.774434695,-1
3709,1.349948292,45,5.925063982,41,,,,,8.836,1,,,,,,,,,,,912.7,912.7,912.7,9.774603869,-1
3710,1.390446741,45,6.073190582,41,,,,,8.84,1,,,,,,,,,,,913,913,913,9.774772916,-1
3711,1.432160143,45,6.225020346,41,,,,,8.844,1,,,,,,,,,,,913.3,913.3,913.3,9.774941837,-1
3712,1.475124948,45,6.380645855,41,,,,,8.848,1,,,,,,,,,,,913.6,913.6,913.6,9.77511063,-1
3713,1.519378696,45,6.540162001,41,,,,,8.852,1,,,,,,,,,,,913.9,913.9,913.9,9.775279297,-1
3714,1.564960057,45,6.703666051,41,,,,,8.856,1,,,,,,,,,,,914.2,914.2,914.2,9.775447838,-1
3715,1.611908859,45,6.871257703,41,,,,,8.86,1,,,,,,,,,,,914.5,914.5,914.5,9.775616252,-1
3716,1.660266125,45,7.043039145,41,,,,,8.864,1,,,,,,,,,,,914.8,914.8,914.8,9.77578454,-1
3717,1.710074108,45,7.219115124,41,,,,,8.868,1,,,,,,,,,,,915.1,915.1,915.1,9.775952701,-1
3718,1.761376332,45,7.399593002,41,,,,,8.872,1,,,,,,,,,,,915.4,915.4,915.4,9.776120737,-1
3719,1.814217622,45,7.584582827,41,,,,,8.876,1,,,,,,,,,,,915.7,915.7,915.7,9.776288646,-1
3720,1.86864415,45,7.774197398,41,,,,,8.88,1,,,,,,,,,,,916,916,916,9.77645643,-1
3721,1.924703475,45,7.968552332,41,,,,,8.884,1,,,,,,,,,,,916.3,916.3,916.3,9.776624088,-1
3722,1.982444579,45,8.167766141,41,,,,,8.888,1,,,,,,,,,,,916.6,916.6,916.6,9.776791619,-1
3723,2.041917916,45,8.371960294,41,,,,,8.892,1,,,,,,,,,,,916.9,916.9,916.9,9.776959026,-1
3724,2.103175454,45,8.581259302,41,,,,,8.896,1,,,,,,,,,,,917.2,917.2,917.2,9.777126307,-1
3725,2.166270717,45,8.795790784,41,,,,,8.9,1,,,,,,,,,,,917.5,917.5,917.5,9.777293462,-1
3726,2.231258839,45,9.015685554,41,,,,,8.904,1,,,,,,,,,,,917.8,917.8,917.8,9.777460492,-1
3727,2.298196604,45,9.241077693,41,,,,,8.908,1,,,,,,,,,,,918.1,918.1,918.1,9.777627396,-1
3728,2.367142502,45,9.472104635,41,,,,,8.912,1,,,,,,,,,,,918.4,918.4,918.4,9.777794176,-1
3729,2.438156777,45,9.708907251,41,,,,,8.916,1,,,,,,,,,,,918.7,918.7,918.7,9.77796083,-1
3730,2.511301481,45,9.951629932,41,,,,,8.92,1,,,,,,,,,,,919,919,919,9.77812736,-1
3731,2.586640525,45,1.020042068,42,,,,,8.924,1,,,,,,,,,,,919.3,919.3,919.3,9.778293764,-1
3732,2.664239741,45,1.04554312,42,,,,,8.928,1,,,,,,,,,,,919.6,919.6,919.6,9.778460044,-1
3733,2.744166933,45,1.071681698,42,,,,,8.932,1,,,,,,,,,,,919.9,919.9,919.9,9.778626199,-1
3734,2.826491941,45,1.09847374,42,,,,,8.936,1,,,,,,,,,,,920.2,920.2,920.2,9.778792229,-1
3735,2.911286699,45,1.125935584,42,,,,,8.94,1,,,,,,,,,,,920.5,920.5,920.5,9.778958135,-1
3736,2.9986253,45,1.154083973,42,,,,,8.944,1,,,,,,,,,,,920.8,920.8,920.8,9.779123916,-1
3737,3.088584059,45,1.182936073,42,,,,,8.948,1,,,,,,,,,,,921.1,921.1,921.1,9.779289573,-1
3738,3.181241581,45,1.212509474,42,,,,,8.952,1,,,,,,,,,,,921.4,921.4,921.4,9.779455106,-1
3739,3.276678828,45,1.242822211,42,,,,,8.956,1,,,,,,,,,,,921.7,921.7,921.7,9.779620515,-1
3740,3.374979193,45,1.273892767,42,,,,,8.96,1,,,,,,,,,,,922,922,922,9.779785799,-1
3741,3.476228569,45,1.305740086,42,,,,,8.964,1,,,,,,,,,,,922.3,922.3,922.3,9.77995096,-1
3742,3.580515426,45,1.338383588,42,,,,,8.968,1,,,,,,,,,,,922.6,922.6,922.6,9.780115997,-1
3743,3.687930889,45,1.371843178,42,,,,,8.972,1,,,,,,,,,,,922.9,922.9,922.9,9.78028091,-1
3744,3.798568816,45,1.406139257,42,,,,,8.976,1,,,,,,,,,,,923.2,923.2,923.2,9.780445699,-1
3745,3.91252588,45,1.441292738,42,,,,,8.98,1,,,,,,,,,,,923.5,923.5,923.5,9.780610365,-1
3746,4.029901656,45,1.477325057,42,,,,,8.984,1,,,,,,,,,,,923.8,923.8,923.8,9.780774907,-1
3747,4.150798706,45,1.514258183,42,,,,,8.988,1,,,,,,,,,,,924.1,924.1,924.1,9.780939326,-1
3748,4.275322667,45,1.552114638,42,,,,,8.992,1,,,,,,,,,,,924.4,924.4,924.4,9.781103621,-1
3749,4.403582347,45,1.590917504,42,,,,,8.996,1,,,,,,,,,,,924.7,924.7,924.7,9.781267794,-1
3750,4.535689818,45,1.630690441,42,,,,,9,1,,,,,,,,,,,925,925,925,9.781431843,-1
3751,4.671760512,45,1.671457702,42,,,,,9.004,1,,,,,,,,,,,925.3,925.3,925.3,9.781595769,-1
3752,4.811913328,45,1.713244145,42,,,,,9.008,1,,,,,,,,,,,925.6,925.6,925.6,9.781759572,-1
3753,4.956270727,45,1.756075249,42,,,,,9.012,1,,,,,,,,,,,925.9,925.9,925.9,9.781923252,-1
3754,5.104958849,45,1.79997713,42,,,,,9.016,1,,,,,,,,,,,926.2,926.2,926.2,9.78208681,-1
3755,5.258107615,45,1.844976558,42,,,,,9.02,1,,,,,,,,,,,926.5,926.5,926.5,9.782250245,-1
3756,5.415850843,45,1.891100972,42,,,,,9.024,1,,,,,,,,,,,926.8,926.8,926.8,9.782413557,-1
3757,5.578326368,45,1.938378496,42,,,,,9.028,1,,,,,,,,,,,927.1,927.1,927.1,9.782576747,-1
3758,5.74567616,45,1.986837959,42,,,,,9.032,1,,,,,,,,,,,927.4,927.4,927.4,9.782739815,-1
3759,5.918046444,45,2.036508908,42,,,,,9.036,1,,,,,,,,,,,927.7,927.7,927.7,9.78290276,-1
3760,6.095587838,45,2.08742163,42,,,,,9.04,1,,,,,,,,,,,928,928,928,9.783065583,-1
3761,6.278455473,45,2.139607171,42,,,,,9.044,1,,,,,,,,,,,928.3,928.3,928.3,9.783228283,-1
3762,6.466809137,45,2.19309735,42,,,,,9.048,1,,,,,,,,,,,928.6,928.6,928.6,9.783390862,-1
3763,6.660813411,45,2.247924784,42,,,,,9.052,1,,,,,,,,,,,928.9,928.9,928.9,9.783553319,-1
3764,6.860637813,45,2.304122904,42,,,,,9.056,1,,,,,,,,,,,929.2,929.2,929.2,9.783715654,-1
3765,7.066456948,45,2.361725976,42,,,,,9.06,1,,,,,,,,,,,929.5,929.5,929.5,9.783877867,-1
3766,7.278450656,45,2.420769126,42,,,,,9.064,1,,,,,,,,,,,929.8,929.8,929.8,9.784039959,-1
3767,7.496804176,45,2.481288354,42,,,,,9.068,1,,,,,,,,,,,930.1,930.1,930.1,9.784201929,-1
3768,7.721708301,45,2.543320563,42,,,,,9.072,1,,,,,,,,,,,930.4,930.4,930.4,9.784363777,-1
3769,7.95335955,45,2.606903577,42,,,,,9.076,1,,,,,,,,,,,930.7,930.7,930.7,9.784525505,-1
3770,8.191960337,45,2.672076166,42,,,,,9.08,1,,,,,,,,,,,931,931,931,9.784687111,-1
3771,8.437719147,45,2.738878071,42,,,,,9.084,1,,,,,,,,,,,931.3,931.3,931.3,9.784848595,-1
3772,8.690850721,45,2.807350022,42,,,,,9.088,1,,,,,,,,,,,931.6,931.6,931.6,9.785009959,-1
3773,8.951576243,45,2.877533773,42,,,,,9.092,1,,,,,,,,,,,931.9,931.9,931.9,9.785171201,-1
3774,9.22012353,45,2.949472117,42,,,,,9.096,1,,,,,,,,,,,932.2,932.2,932.2,9.785332323,-1
3775,9.496727236,45,3.02320892,42,,,,,9.1,1,,,,,,,,,,,932.5,932.5,932.5,9.785493324,-1
3776,9.781629053,45,3.098789143,42,,,,,9.104,1,,,,,,,,,,,932.8,932.8,932.8,9.785654204,-1
3777,1.007507792,46,3.176258872,42,,,,,9.108,1,,,,,,,,,,,933.1,933.1,933.1,9.785814963,-1
3778,1.037733026,46,3.255665343,42,,,,,9.112,1,,,,,,,,,,,933.4,933.4,933.4,9.785975602,-1
3779,1.068865017,46,3.337056977,42,,,,,9.116,1,,,,,,,,,,,933.7,933.7,933.7,9.78613612,-1
3780,1.100930968,46,3.420483401,42,,,,,9.12,1,,,,,,,,,,,934,934,934,9.786296518,-1
3781,1.133958897,46,3.505995487,42,,,,,9.124,1,,,,,,,,,,,934.3,934.3,934.3,9.786456796,-1
3782,1.167977663,46,3.593645374,42,,,,,9.128,1,,,,,,,,,,,934.6,934.6,934.6,9.786616953,-1
3783,1.203016993,46,3.683486508,42,,,,,9.132,1,,,,,,,,,,,934.9,934.9,934.9,9.78677699,-1
3784,1.239107503,46,3.775573671,42,,,,,9.136,1,,,,,,,,,,,935.2,935.2,935.2,9.786936908,-1
3785,1.276280728,46,3.869963012,42,,,,,9.14,1,,,,,,,,,,,935.5,935.5,935.5,9.787096705,-1
3786,1.31456915,46,3.966712088,42,,,,,9.144,1,,,,,,,,,,,935.8,935.8,935.8,9.787256382,-1
3787,1.354006225,46,4.06587989,42,,,,,9.148,1,,,,,,,,,,,936.1,936.1,936.1,9.78741594,-1
3788,1.394626411,46,4.167526887,42,,,,,9.152,1,,,,,,,,,,,936.4,936.4,936.4,9.787575378,-1
3789,1.436465204,46,4.271715059,42,,,,,9.156,1,,,,,,,,,,,936.7,936.7,936.7,9.787734697,-1
3790,1.47955916,46,4.378507936,42,,,,,9.16,1,,,,,,,,,,,937,937,937,9.787893896,-1
3791,1.523945935,46,4.487970634,42,,,,,9.164,1,,,,,,,,,,,937.3,937.3,937.3,9.788052975,-1
3792,1.569664313,46,4.6001699,42,,,,,9.168,1,,,,,,,,,,,937.6,937.6,937.6,9.788211935,-1
3793,1.616754242,46,4.715174148,42,,,,,9.172,1,,,,,,,,,,,937.9,937.9,937.9,9.788370776,-1
3794,1.665256869,46,4.833053501,42,,,,,9.176,1,,,,,,,,,,,938.2,938.2,938.2,9.788529498,-1
3795,1.715214575,46,4.953879839,42,,,,,9.18,1,,,,,,,,,,,938.5,938.5,938.5,9.788688101,-1
3796,1.766671013,46,5.077726835,42,,,,,9.184,1,,,,,,,,,,,938.8,938.8,938.8,9.788846585,-1
3797,1.819671143,46,5.204670006,42,,,,,9.188,1,,,,,,,,,,,939.1,939.1,939.1,9.78900495,-1
3798,1.874261277,46,5.334786756,42,,,,,9.192,1,,,,,,,,,,,939.4,939.4,939.4,9.789163196,-1
3799,1.930489116,46,5.468156425,42,,,,,9.196,1,,,,,,,,,,,939.7,939.7,939.7,9.789321324,-1
3800,1.988403789,46,5.604860335,42,,,,,9.2,1,,,,,,,,,,,940,940,940,9.789479333,-1
3801,2.048055903,46,5.744981844,42,,,,,9.204,1,,,,,,,,,,,940.3,940.3,940.3,9.789637224,-1
3802,2.10949758,46,5.88860639,42,,,,,9.208,1,,,,,,,,,,,940.6,940.6,940.6,9.789794996,-1
3803,2.172782507,46,6.03582155,42,,,,,9.212,1,,,,,,,,,,,940.9,940.9,940.9,9.789952649,-1
3804,2.237965982,46,6.186717088,42,,,,,9.216,1,,,,,,,,,,,941.2,941.2,941.2,9.790110185,-1
3805,2.305104962,46,6.341385016,42,,,,,9.22,1,,,,,,,,,,,941.5,941.5,941.5,9.790267602,-1
3806,2.374258111,46,6.499919641,42,,,,,9.224,1,,,,,,,,,,,941.8,941.8,941.8,9.790424902,-1
3807,2.445485854,46,6.662417632,42,,,,,9.228,1,,,,,,,,,,,942.1,942.1,942.1,9.790582083,-1
3808,2.51885043,46,6.828978073,42,,,,,9.232,1,,,,,,,,,,,942.4,942.4,942.4,9.790739146,-1
3809,2.594415943,46,6.999702525,42,,,,,9.236,1,,,,,,,,,,,942.7,942.7,942.7,9.790896092,-1
3810,2.672248421,46,7.174695088,42,,,,,9.24,1,,,,,,,,,,,943,943,943,9.79105292,-1
3811,2.752415874,46,7.354062465,42,,,,,9.244,1,,,,,,,,,,,943.3,943.3,943.3,9.79120963,-1
3812,2.83498835,46,7.537914027,42,,,,,9.248,1,,,,,,,,,,,943.6,943.6,943.6,9.791366223,-1
3813,2.920038,46,7.726361877,42,,,,,9.252,1,,,,,,,,,,,943.9,943.9,943.9,9.791522698,-1
3814,3.00763914,46,7.919520924,42,,,,,9.256,1,,,,,,,,,,,944.2,944.2,944.2,9.791679056,-1
3815,3.097868314,46,8.117508947,42,,,,,9.26,1,,,,,,,,,,,944.5,944.5,944.5,9.791835297,-1
3816,3.190804364,46,8.320446671,42,,,,,9.264,1,,,,,,,,,,,944.8,944.8,944.8,9.791991421,-1
3817,3.286528495,46,8.528457838,42,,,,,9.268,1,,,,,,,,,,,945.1,945.1,945.1,9.792147427,-1
3818,3.38512435,46,8.741669284,42,,,,,9.272,1,,,,,,,,,,,945.4,945.4,945.4,9.792303316,-1
3819,3.48667808,46,8.960211016,42,,,,,9.276,1,,,,,,,,,,,945.7,945.7,945.7,9.792459089,-1
3820,3.591278423,46,9.184216291,42,,,,,9.28,1,,,,,,,,,,,946,946,946,9.792614745,-1
3821,3.699016775,46,9.413821698,42,,,,,9.284,1,,,,,,,,,,,946.3,946.3,946.3,9.792770284,-1
3822,3.809987278,46,9.649167241,42,,,,,9.288,1,,,,,,,,,,,946.6,946.6,946.6,9.792925706,-1
3823,3.924286897,46,9.890396422,42,,,,,9.292,1,,,,,,,,,,,946.9,946.9,946.9,9.793081012,-1
3824,4.042015504,46,1.013765633,43,,,,,9.296,1,,,,,,,,,,,947.2,947.2,947.2,9.793236201,-1
3825,4.163275969,46,1.039109774,43,,,,,9.3,1,,,,,,,,,,,947.5,947.5,947.5,9.793391274,-1
3826,4.288174248,46,1.065087518,43,,,,,9.304,1,,,,,,,,,,,947.8,947.8,947.8,9.79354623,-1
3827,4.416819475,46,1.091714706,43,,,,,9.308,1,,,,,,,,,,,948.1,948.1,948.1,9.793701071,-1
3828,4.54932406,46,1.119007574,43,,,,,9.312,1,,,,,,,,,,,948.4,948.4,948.4,9.793855795,-1
3829,4.685803781,46,1.146982763,43,,,,,9.316,1,,,,,,,,,,,948.7,948.7,948.7,9.794010403,-1
3830,4.826377895,46,1.175657332,43,,,,,9.32,1,,,,,,,,,,,949,949,949,9.794164895,-1
3831,4.971169232,46,1.205048766,43,,,,,9.324,1,,,,,,,,,,,949.3,949.3,949.3,9.794319271,-1
3832,5.120304309,46,1.235174985,43,,,,,9.328,1,,,,,,,,,,,949.6,949.6,949.6,9.794473532,-1
3833,5.273913438,46,1.26605436,43,,,,,9.332,1,,,,,,,,,,,949.9,949.9,949.9,9.794627677,-1
3834,5.432130841,46,1.297705719,43,,,,,9.336,1,,,,,,,,,,,950.2,950.2,950.2,9.794781706,-1
3835,5.595094766,46,1.330148362,43,,,,,9.34,1,,,,,,,,,,,950.5,950.5,950.5,9.79493562,-1
3836,5.762947609,46,1.363402071,43,,,,,9.344,1,,,,,,,,,,,950.8,950.8,950.8,9.795089418,-1
3837,5.935836038,46,1.397487122,43,,,,,9.348,1,,,,,,,,,,,951.1,951.1,951.1,9.795243101,-1
3838,6.113911119,46,1.4324243,43,,,,,9.352,1,,,,,,,,,,,951.4,951.4,951.4,9.795396669,-1
3839,6.297328452,46,1.468234908,43,,,,,9.356,1,,,,,,,,,,,951.7,951.7,951.7,9.795550121,-1
3840,6.486248306,46,1.504940781,43,,,,,9.36,1,,,,,,,,,,,952,952,952,9.795703459,-1
3841,6.680835755,46,1.5425643,43,,,,,9.364,1,,,,,,,,,,,952.3,952.3,952.3,9.795856681,-1
3842,6.881260828,46,1.581128408,43,,,,,9.368,1,,,,,,,,,,,952.6,952.6,952.6,9.796009788,-1
3843,7.087698652,46,1.620656618,43,,,,,9.372,1,,,,,,,,,,,952.9,952.9,952.9,9.796162781,-1
3844,7.300329612,46,1.661173033,43,,,,,9.376,1,,,,,,,,,,,953.2,953.2,953.2,9.796315659,-1
3845,7.5193395,46,1.702702359,43,,,,,9.38,1,,,,,,,,,,,953.5,953.5,953.5,9.796468422,-1
3846,7.744919685,46,1.745269918,43,,,,,9.384,1,,,,,,,,,,,953.8,953.8,953.8,9.796621071,-1
3847,7.977267276,46,1.788901666,43,,,,,9.388,1,,,,,,,,,,,954.1,954.1,954.1,9.796773605,-1
3848,8.216585294,46,1.833624208,43,,,,,9.392,1,,,,,,,,,,,954.4,954.4,954.4,9.796926025,-1
3849,8.463082853,46,1.879464813,43,,,,,9.396,1,,,,,,,,,,,954.7,954.7,954.7,9.79707833,-1
3850,8.716975339,46,1.926451433,43,,,,,9.4,1,,,,,,,,,,,955,955,955,9.797230522,-1
3851,8.978484599,46,1.974612719,43,,,,,9.404,1,,,,,,,,,,,955.3,955.3,955.3,9.797382599,-1
3852,9.247839137,46,2.023978037,43,,,,,9.408,1,,,,,,,,,,,955.6,955.6,955.6,9.797534562,-1
3853,9.525274311,46,2.074577488,43,,,,,9.412,1,,,,,,,,,,,955.9,955.9,955.9,9.797686411,-1
3854,9.81103254,46,2.126441925,43,,,,,9.416,1,,,,,,,,,,,956.2,956.2,956.2,9.797838146,-1
3855,1.010536352,47,2.179602973,43,,,,,9.42,1,,,,,,,,,,,956.5,956.5,956.5,9.797989768,-1
3856,1.040852442,47,2.234093048,43,,,,,9.424,1,,,,,,,,,,,956.8,956.8,956.8,9.798141275,-1
3857,1.072078015,47,2.289945374,43,,,,,9.428,1,,,,,,,,,,,957.1,957.1,957.1,9.798292669,-1
3858,1.104240356,47,2.347194008,43,,,,,9.432,1,,,,,,,,,,,957.4,957.4,957.4,9.79844395,-1
3859,1.137367567,47,2.405873858,43,,,,,9.436,1,,,,,,,,,,,957.7,957.7,957.7,9.798595117,-1
3860,1.171488594,47,2.466020705,43,,,,,9.44,1,,,,,,,,,,,958,958,958,9.79874617,-1
3861,1.206633251,47,2.527671222,43,,,,,9.444,1,,,,,,,,,,,958.3,958.3,958.3,9.798897111,-1
3862,1.242832249,47,2.590863003,43,,,,,9.448,1,,,,,,,,,,,958.6,958.6,958.6,9.799047938,-1
3863,1.280117216,47,2.655634578,43,,,,,9.452,1,,,,,,,,,,,958.9,958.9,958.9,9.799198652,-1
3864,1.318520733,47,2.722025442,43,,,,,9.456,1,,,,,,,,,,,959.2,959.2,959.2,9.799349253,-1
3865,1.358076355,47,2.790076078,43,,,,,9.46,1,,,,,,,,,,,959.5,959.5,959.5,9.799499741,-1
3866,1.398818646,47,2.85982798,43,,,,,9.464,1,,,,,,,,,,,959.8,959.8,959.8,9.799650116,-1
3867,1.440783205,47,2.93132368,43,,,,,9.468,1,,,,,,,,,,,960.1,960.1,960.1,9.799800379,-1
3868,1.484006701,47,3.004606772,43,,,,,9.472,1,,,,,,,,,,,960.4,960.4,960.4,9.799950528,-1
3869,1.528526902,47,3.079721941,43,,,,,9.476,1,,,,,,,,,,,960.7,960.7,960.7,9.800100566,-1
3870,1.574382709,47,3.15671499,43,,,,,9.48,1,,,,,,,,,,,961,961,961,9.80025049,-1
3871,1.62161419,47,3.235632865,43,,,,,9.484,1,,,,,,,,,,,961.3,961.3,961.3,9.800400302,-1
3872,1.670262616,47,3.316523686,43,,,,,9.488,1,,,,,,,,,,,961.6,961.6,961.6,9.800550002,-1
3873,1.720370495,47,3.399436778,43,,,,,9.492,1,,,,,,,,,,,961.9,961.9,961.9,9.80069959,-1
3874,1.771981609,47,3.484422698,43,,,,,9.496,1,,,,,,,,,,,962.2,962.2,962.2,9.800849065,-1
3875,1.825141058,47,3.571533265,43,,,,,9.5,1,,,,,,,,,,,962.5,962.5,962.5,9.800998428,-1
3876,1.879895289,47,3.660821597,43,,,,,9.504,1,,,,,,,,,,,962.8,962.8,962.8,9.801147679,-1
3877,1.936292148,47,3.752342137,43,,,,,9.508,1,,,,,,,,,,,963.1,963.1,963.1,9.801296818,-1
3878,1.994380913,47,3.84615069,43,,,,,9.512,1,,,,,,,,,,,963.4,963.4,963.4,9.801445846,-1
3879,2.05421234,47,3.942304457,43,,,,,9.516,1,,,,,,,,,,,963.7,963.7,963.7,9.801594761,-1
3880,2.11583871,47,4.040862069,43,,,,,9.52,1,,,,,,,,,,,964,964,964,9.801743565,-1
3881,2.179313871,47,4.141883621,43,,,,,9.524,1,,,,,,,,,,,964.3,964.3,964.3,9.801892258,-1
3882,2.244693288,47,4.245430711,43,,,,,9.528,1,,,,,,,,,,,964.6,964.6,964.6,9.802040839,-1
3883,2.312034086,47,4.351566479,43,,,,,9.532,1,,,,,,,,,,,964.9,964.9,964.9,9.802189308,-1
3884,2.381395109,47,4.460355641,43,,,,,9.536,1,,,,,,,,,,,965.2,965.2,965.2,9.802337666,-1
3885,2.452836962,47,4.571864532,43,,,,,9.54,1,,,,,,,,,,,965.5,965.5,965.5,9.802485913,-1
3886,2.526422071,47,4.686161145,43,,,,,9.544,1,,,,,,,,,,,965.8,965.8,965.8,9.802634048,-1
3887,2.602214733,47,4.803315174,43,,,,,9.548,1,,,,,,,,,,,966.1,966.1,966.1,9.802782073,-1
3888,2.680281175,47,4.923398053,43,,,,,9.552,1,,,,,,,,,,,966.4,966.4,966.4,9.802929986,-1
3889,2.76068961,47,5.046483004,43,,,,,9.556,1,,,,,,,,,,,966.7,966.7,966.7,9.803077789,-1
3890,2.843510299,47,5.17264508,43,,,,,9.56,1,,,,,,,,,,,967,967,967,9.80322548,-1
3891,2.928815608,47,5.301961207,43,,,,,9.564,1,,,,,,,,,,,967.3,967.3,967.3,9.803373061,-1
3892,3.016680076,47,5.434510237,43,,,,,9.568,1,,,,,,,,,,,967.6,967.6,967.6,9.803520531,-1
3893,3.107180478,47,5.570372993,43,,,,,9.572,1,,,,,,,,,,,967.9,967.9,967.9,9.803667891,-1
3894,3.200395892,47,5.709632317,43,,,,,9.576,1,,,,,,,,,,,968.2,968.2,968.2,9.80381514,-1
3895,3.296407769,47,5.852373125,43,,,,,9.58,1,,,,,,,,,,,968.5,968.5,968.5,9.803962279,-1
3896,3.395300002,47,5.998682454,43,,,,,9.584,1,,,,,,,,,,,968.8,968.8,968.8,9.804109307,-1
3897,3.497159002,47,6.148649515,43,,,,,9.588,1,,,,,,,,,,,969.1,969.1,969.1,9.804256225,-1
3898,3.602073772,47,6.302365753,43,,,,,9.592,1,,,,,,,,,,,969.4,969.4,969.4,9.804403033,-1
3899,3.710135986,47,6.459924897,43,,,,,9.596,1,,,,,,,,,,,969.7,969.7,969.7,9.804549731,-1
3900,3.821440065,47,6.621423019,43,,,,,9.6,1,,,,,,,,,,,970,970,970,9.804696318,-1
3901,3.936083267,47,6.786958594,43,,,,,9.604,1,,,,,,,,,,,970.3,970.3,970.3,9.804842796,-1
3902,4.054165765,47,6.956632559,43,,,,,9.608,1,,,,,,,,,,,970.6,970.6,970.6,9.804989164,-1
3903,4.175790738,47,7.130548373,43,,,,,9.612,1,,,,,,,,,,,970.9,970.9,970.9,9.805135422,-1
3904,4.30106446,47,7.308812083,43,,,,,9.616,1,,,,,,,,,,,971.2,971.2,971.2,9.805281571,-1
3905,4.430096394,47,7.491532385,43,,,,,9.62,1,,,,,,,,,,,971.5,971.5,971.5,9.805427609,-1
3906,4.562999286,47,7.678820694,43,,,,,9.624,1,,,,,,,,,,,971.8,971.8,971.8,9.805573539,-1
3907,4.699889264,47,7.870791212,43,,,,,9.628,1,,,,,,,,,,,972.1,972.1,972.1,9.805719358,-1
3908,4.840885942,47,8.067560992,43,,,,,9.632,1,,,,,,,,,,,972.4,972.4,972.4,9.805865069,-1
3909,4.986112521,47,8.269250017,43,,,,,9.636,1,,,,,,,,,,,972.7,972.7,972.7,9.80601067,-1
3910,5.135695896,47,8.475981267,43,,,,,9.64,1,,,,,,,,,,,973,973,973,9.806156162,-1
3911,5.289766773,47,8.687880799,43,,,,,9.644,1,,,,,,,,,,,973.3,973.3,973.3,9.806301545,-1
3912,5.448459776,47,8.905077819,43,,,,,9.648,1,,,,,,,,,,,973.6,973.6,973.6,9.806446819,-1
3913,5.61191357,47,9.127704764,43,,,,,9.652,1,,,,,,,,,,,973.9,973.9,973.9,9.806591984,-1
3914,5.780270977,47,9.355897383,43,,,,,9.656,1,,,,,,,,,,,974.2,974.2,974.2,9.80673704,-1
3915,5.953679106,47,9.589794818,43,,,,,9.66,1,,,,,,,,,,,974.5,974.5,974.5,9.806881987,-1
3916,6.132289479,47,9.829539688,43,,,,,9.664,1,,,,,,,,,,,974.8,974.8,974.8,9.807026825,-1
3917,6.316258164,47,1.007527818,44,,,,,9.668,1,,,,,,,,,,,975.1,975.1,975.1,9.807171555,-1
3918,6.505745909,47,1.032716014,44,,,,,9.672,1,,,,,,,,,,,975.4,975.4,975.4,9.807316177,-1
3919,6.700918286,47,1.058533914,44,,,,,9.676,1,,,,,,,,,,,975.7,975.7,975.7,9.80746069,-1
3920,6.901945834,47,1.084997262,44,,,,,9.68,1,,,,,,,,,,,976,976,976,9.807605094,-1
3921,7.109004209,47,1.112122193,44,,,,,9.684,1,,,,,,,,,,,976.3,976.3,976.3,9.80774939,-1
3922,7.322274336,47,1.139925248,44,,,,,9.688,1,,,,,,,,,,,976.6,976.6,976.6,9.807893578,-1
3923,7.541942566,47,1.168423379,44,,,,,9.692,1,,,,,,,,,,,976.9,976.9,976.9,9.808037658,-1
3924,7.768200843,47,1.197633964,44,,,,,9.696,1,,,,,,,,,,,977.2,977.2,977.2,9.80818163,-1
3925,8.001246868,47,1.227574813,44,,,,,9.7,1,,,,,,,,,,,977.5,977.5,977.5,9.808325494,-1
3926,8.241284274,47,1.258264183,44,,,,,9.704,1,,,,,,,,,,,977.8,977.8,977.8,9.808469249,-1
3927,8.488522802,47,1.289720788,44,,,,,9.708,1,,,,,,,,,,,978.1,978.1,978.1,9.808612897,-1
3928,8.743178486,47,1.321963807,44,,,,,9.712,1,,,,,,,,,,,978.4,978.4,978.4,9.808756438,-1
3929,9.005473841,47,1.355012903,44,,,,,9.716,1,,,,,,,,,,,978.7,978.7,978.7,9.80889987,-1
3930,9.275638056,47,1.388888225,44,,,,,9.72,1,,,,,,,,,,,979,979,979,9.809043196,-1
3931,9.553907198,47,1.423610431,44,,,,,9.724,1,,,,,,,,,,,979.3,979.3,979.3,9.809186413,-1
3932,9.840524414,47,1.459200692,44,,,,,9.728,1,,,,,,,,,,,979.6,979.6,979.6,9.809329523,-1
